,pregunta_id,clasificacion_tipo,clasificacion
1376,1044819,Evidencias de aprendizaje_CO,Reconoce magnitudes definidas como razones de cambio entre otras magnitudes.
1377,1044819,Derechos básicos de aprendizaje_CO,Noción de derivada
1378,1044819,Categoría organizadora_CO,Pensamiento Numérico y sistemas numéricos
1379,1044819,eje tematico colombia,Números y operaciones   
1380,1044964,eje temático,Números
1381,1044964,suficiencia,no suficiencia
1382,1044964,curso PSU,Segundo Medio
1383,1044964,eje temático LGE,Números
1384,1044964,unidad LGE,Unidad 1
1385,1044964,objetivo de aprendizaje,OA 2 
1386,1044964,indicador LGE,"Establecen relaciones entre potencias, raíces y logaritmos."
1387,1044964,habilidad cognitiva LGE,Modelar
1388,1044964,objetivo de aprendizaje,OA F 
1389,1044964,dificultad,Fácil
1390,1044964,curso,Segundo Medio
1391,1044964,nivel 1 prueba de transición,Números
1392,1044964,nivel 2 prueba de transición,"Potencias, raíces enésimas y logaritmos"
1393,1044964,nivel 3 prueba de transición,"Relación entre potencias, raíces y logaritmos."
1394,1044964,habilidad prueba de transición,Comprender
1395,1044964,Subtemas_mx,Resuelve problemas de multiplicación y división con fracciones y decimales positivos.
1396,1044964,Temas_mx,Multiplicación y división
1397,1044964,Bloque_mx,"Número, álgebra y variación"
1398,1044964,Curso MX,Segundo de secundaria
1399,1044964,Evidencias de aprendizaje_CO,"Construye representaciones geométricas y numéricas de los números reales (con decimales, raíces, razones, entre otros) y realiza conversiones entre ellas."
1400,1044964,Derechos básicos de aprendizaje_CO,Números reales
1401,1044964,Categoría organizadora_CO,Pensamiento Numérico y sistemas numéricos
1402,1044964,eje tematico colombia,Números y operaciones   
1403,1045144,eje temático,Geometría
1404,1045144,habilidad cognitiva,Aplicación
1405,1045144,suficiencia,no suficiencia
1406,1045144,curso PSU,Primero Medio
1407,1045144,eje temático LGE,Geometría
1408,1045144,unidad LGE,Unidad 3
1409,1045144,objetivo de aprendizaje,OA 9 
1410,1045144,indicador LGE,"Resuelven problemas geométricos, de la vida diaria y de otras asignaturas, que involucran los teoremas de Tales n° 1 y n° 2."
1411,1045144,habilidad cognitiva LGE,Resolver problemas
1412,1045144,objetivo de aprendizaje,OA A 
1413,1045144,dificultad,Media
1414,1045144,curso,Primero Medio
1415,1045144,nivel 1 prueba de transición,Geometría
1416,1045144,nivel 2 prueba de transición,"Semejanza, proporcionalidad y homotecia de figuras planas"
1417,1045144,nivel 3 prueba de transición,Problemas que involucren el Teorema de Thales en diversos contextos.
1418,1045144,habilidad prueba de transición,Aplicar
1419,1045144,dificultad,Fácil
1420,1045144,Subtemas_mx,Formula expresiones algebraicas de primer grado a partir de sucesiones y las utiliza para analizar propiedades de la sucesión que representan.
1421,1045144,Temas_mx,"Patrones, figuras geométricas y expresiones equivalentes"
1422,1045144,Bloque_mx,"Número, álgebra y variación"
1423,1045144,Curso MX,Primero de secundaria
1424,1045144,Evidencias de aprendizaje_CO,Resuelve problemas utilizando teoremas básicos.
1425,1045144,Derechos básicos de aprendizaje_CO,Teoremas de figuras geométricas
1426,1045144,Categoría organizadora_CO,Espacial y sistemas geométricos     
1427,1045144,eje tematico colombia,Geometría
1428,1045144,Evidencias de aprendizaje_CO,Explica criterios de semejanza y congruencia a partir del Teorema de Thales.
1429,1045144,Derechos básicos de aprendizaje_CO,Regularidades de las figuras bidimensionales
1430,1045144,Categoría organizadora_CO,Espacial y sistemas geométricos     
1431,1045144,eje tematico colombia,Geometría
1432,1045152,eje temático,Geometría
1433,1045152,habilidad cognitiva,Aplicación
1434,1045152,suficiencia,no suficiencia
1435,1045152,curso PSU,Primero Medio
1436,1045152,eje temático LGE,Geometría
1437,1045152,unidad LGE,Unidad 3
1438,1045152,objetivo de aprendizaje,OA 9 
1439,1045152,indicador LGE,"Explican el teorema de Tales n° 1 y el teorema de Tales n° 2, mediante las propiedades de la homotecia."
1440,1045152,habilidad cognitiva LGE,Argumentar y comunicar
1441,1045152,objetivo de aprendizaje,OA D 
1442,1045152,dificultad,Media
1443,1045152,curso,Primero Medio
1444,1045152,curso gradúate,Primer Ciclo
1445,1045152,eje temático gradúate,Números y operaciones aritméticas
1446,1045152,nivel 1 prueba de transición,Geometría
1447,1045152,nivel 2 prueba de transición,"Semejanza, proporcionalidad y homotecia de figuras planas"
1448,1045152,nivel 3 prueba de transición,Conceptos y criterios de semejanza.
1449,1045152,dificultad,Fácil
1450,1045152,Subtemas_mx,Formula expresiones algebraicas de primer grado a partir de sucesiones y las utiliza para analizar propiedades de la sucesión que representan.
1451,1045152,Temas_mx,"Patrones, figuras geométricas y expresiones equivalentes"
1452,1045152,Bloque_mx,"Número, álgebra y variación"
1453,1045152,Curso MX,Primero de secundaria
1454,1045152,habilidad prueba de transición,Argumentar
1455,1045152,Evidencias de aprendizaje_CO,Resuelve problemas utilizando teoremas básicos.
1456,1045152,Derechos básicos de aprendizaje_CO,Teoremas de figuras geométricas
1457,1045152,Categoría organizadora_CO,Espacial y sistemas geométricos     
1458,1045152,eje tematico colombia,Geometría
1459,1045152,Evidencias de aprendizaje_CO,Explica criterios de semejanza y congruencia a partir del Teorema de Thales.
1460,1045152,Derechos básicos de aprendizaje_CO,Regularidades de las figuras bidimensionales
1461,1045152,Categoría organizadora_CO,Espacial y sistemas geométricos     
1462,1045152,eje tematico colombia,Geometría
1463,1048686,eje temático LGE,Geometría
1464,1048686,objetivo de aprendizaje,OA 8 
1465,1048686,indicador LGE,Conjeturan sobre el factor de la homotecia.
1466,1048686,dificultad,Media
1467,1048686,curso,Primero Medio
1468,1048686,eje temático gradúate,Números y operaciones aritméticas
1469,1048686,nivel 1 prueba de transición,Geometría
1470,1048686,nivel 2 prueba de transición,"Semejanza, proporcionalidad y homotecia de figuras planas"
1471,1048686,nivel 3 prueba de transición,Problemas que involucren homotecia en diversos contextos.
1472,1048686,habilidad prueba de transición,Aplicar
1473,1048686,Subtemas_mx,"Resuelve problemas de cálculo de porcentajes, de tanto por ciento y de la cantidad base."
1474,1048686,Temas_mx,Proporcionalidad
1475,1048686,Bloque_mx,"Número, álgebra y variación"
1476,1048686,Curso MX,Primero de secundaria
1477,1048686,habilidad cognitiva LGE,Resolver problemas
1478,1048686,objetivo de aprendizaje,OA A 
1479,1048686,unidad LGE,Unidad 3
1480,1048686,suficiencia,no suficiencia
1481,1048686,Evidencias de aprendizaje_CO,Propone conjeturas sobre configuraciones geométricas o numéricas y las expresa verbal o simbólicamente.
1482,1048686,Derechos básicos de aprendizaje_CO,"Problemas numéricos, geométricos y métricos"
1483,1048686,Categoría organizadora_CO,Pensamiento Variacional y sistemas algorítmicos
1484,1048686,eje tematico colombia,Patrones y Álgebra   
1485,1048686,Evidencias de aprendizaje_CO,Valida las conjeturas sobre configuraciones geométricas o numéricas y explica sus conclusiones
1486,1048713,suficiencia,no suficiencia
1487,1048713,eje temático LGE,Álgebra y funciones
1488,1048713,unidad LGE,Unidad 2
1489,1048713,objetivo de aprendizaje,OA 5 
1490,1048713,indicador LGE,"Elaboran tablas de valores de una función y de su inversa, reconociendo el intercambio de los valores en los pares (x,y)."
1491,1048713,habilidad cognitiva LGE,Representar
1492,1048713,objetivo de aprendizaje,OA L 
1493,1048713,dificultad,Fácil
1494,1048713,curso,Segundo Medio
1495,1048713,nivel 1 prueba de transición,Álgebra y funciones
1496,1048713,nivel 2 prueba de transición,Función inversa
1497,1048713,nivel 3 prueba de transición,Tablas y gráficos de la función inversa de una función lineal y de una función cuadrática.
1498,1048713,habilidad prueba de transición,"Analizar, sintetizar y evaluar"
1499,1048713,Subtemas_mx,Resuelve problemas de proporcionalidad directa e inversa y de reparto proporcional.
1500,1048713,Temas_mx,Proporcionalidad
1501,1048713,Bloque_mx,"Número, álgebra y variación"
1502,1048713,Curso MX,Segundo de secundaria
1503,1048713,Evidencias de aprendizaje_CO,"""Relaciona características algebraicas de las funciones, sus gráficas y procesos de aproximación sucesiva."""
1504,1048713,Derechos básicos de aprendizaje_CO,Funciones
1505,1048713,Categoría organizadora_CO,Pensamiento Variacional y sistemas algorítmicos
1506,1048713,eje tematico colombia,Patrones y Álgebra   
1507,1048713,Evidencias de aprendizaje_CO,"Relaciona características algebraicas de las funciones, sus gráficas y procesos de aproximación sucesiva."
1508,1048713,Derechos básicos de aprendizaje_CO,Derivadas de funciones
1509,1048713,Categoría organizadora_CO,Pensamiento Variacional y sistemas algorítmicos
1510,1048713,eje tematico colombia,Patrones y Álgebra   
1511,1048713,curso,Segundo Básico
1512,1048721,suficiencia,no suficiencia
1513,1048721,eje temático LGE,Álgebra y funciones
1514,1048721,unidad LGE,Unidad 2
1515,1048721,objetivo de aprendizaje,OA 5 
1516,1048721,indicador LGE,"Reconocen la función inversa de una función dada, en representaciones pictóricas y simbólicas."
1517,1048721,habilidad cognitiva LGE,Representar
1518,1048721,objetivo de aprendizaje,OA L 
1519,1048721,dificultad,Media
1520,1048721,curso,Segundo Medio
1521,1048721,nivel 1 prueba de transición,Álgebra y funciones
1522,1048721,nivel 2 prueba de transición,Función inversa
1523,1048721,nivel 3 prueba de transición,Determinación de la función inversa de una función lineal y de una función cuadrática.
1524,1048721,habilidad prueba de transición,Aplicar
1525,1048721,dificultad,Fácil
1526,1048721,Subtemas_mx,Resuelve problemas de proporcionalidad directa e inversa y de reparto proporcional.
1527,1048721,Temas_mx,Proporcionalidad
1528,1048721,Bloque_mx,"Número, álgebra y variación"
1529,1048721,Curso MX,Segundo de secundaria
1530,1048721,habilidad prueba de transición,Representar
1531,1048721,Evidencias de aprendizaje_CO,"""Relaciona características algebraicas de las funciones, sus gráficas y procesos de aproximación sucesiva."""
1532,1048721,Derechos básicos de aprendizaje_CO,Funciones
1533,1048721,Categoría organizadora_CO,Pensamiento Variacional y sistemas algorítmicos
1534,1048721,eje tematico colombia,Patrones y Álgebra   
1535,1048721,Evidencias de aprendizaje_CO,"Relaciona características algebraicas de las funciones, sus gráficas y procesos de aproximación sucesiva."
1536,1048721,Derechos básicos de aprendizaje_CO,Derivadas de funciones
1537,1048721,Categoría organizadora_CO,Pensamiento Variacional y sistemas algorítmicos
1538,1048721,eje tematico colombia,Patrones y Álgebra   
1539,1048721,contenidocentral_mx,Antiderivada de las funciones elementales (algebraicas y trascendentes).
1540,1048721,Curso MX,5º Semestre Bachillerato
1541,1048721,componente_mx,Cambio y acumulación: Elementos del Cálculo integral.
1542,1048737,suficiencia,no suficiencia
1543,1048737,eje temático LGE,Probabilidad y estadística
1544,1048737,unidad LGE,Unidad 4
1545,1048737,objetivo de aprendizaje,OA 12 
1546,1048737,indicador LGE,Describen nubes de puntos presentadas en el sistema de coordenadas.
1547,1048737,habilidad cognitiva LGE,Representar
1548,1048737,objetivo de aprendizaje,OA N 
1549,1048737,dificultad,Fácil
1550,1048737,curso,Primero Medio
1551,1048737,nivel 2 prueba de transición,Representación de datos a través de tablas y gráficos
1552,1048737,nivel 3 prueba de transición,Tipos de gráficos que permitan representar datos.
1553,1048737,nivel 1 prueba de transición,Probabilidad y estadística
1554,1048737,Subtemas_mx,"Analiza la existencia y unicidad en la construcción de triángulos y cuadriláteros, y determina y usa criterios de congruencia de triángulos."
1555,1048737,Temas_mx,Figuras y cuerpos geométricos
1556,1048737,Bloque_mx,"Forma, espacio y medida"
1557,1048737,Curso MX,Primero de secundaria
1558,1048737,habilidad prueba de transición,Representar
1559,1048737,habilidad prueba de transición,Comprender
1560,1048737,Evidencias de aprendizaje_CO,"Define el método para recolectar los datos (encuestas, observación o experimento simple) e identifica la población y el tamaño de la muestra del estudio."
1561,1048737,Derechos básicos de aprendizaje_CO,Diseño estadistico
1562,1048737,Categoría organizadora_CO,Pensamiento Aleatorio y sistema de datos       
1563,1048737,eje tematico colombia,Datos y probabilidad
1564,1048737,Evidencias de aprendizaje_CO,Define la población de la cual va a extraer las muestras.
1565,1048737,Derechos básicos de aprendizaje_CO,Estadisticos con poblaciones grandes
1566,1048737,Categoría organizadora_CO,Pensamiento Aleatorio y sistema de datos       
1567,1048737,eje tematico colombia,Datos y probabilidad
1568,1048737,Evidencias de aprendizaje_CO,"Formula conclusiones sobre la distribución de un conjunto de datos, empleando más de una medida."
1569,1048737,Derechos básicos de aprendizaje_CO,Tendencia central y dispersión
1570,1048744,eje temático,Datos y azar
1571,1048744,habilidad cognitiva,Comprensión
1572,1048744,suficiencia,no suficiencia
1573,1048744,curso PSU,Primero Medio
1574,1048744,eje temático LGE,Probabilidad y estadística
1575,1048744,unidad LGE,Unidad 4
1576,1048744,objetivo de aprendizaje,OA 14 
1577,1048744,indicador LGE,Calculan las probabilidades de eventos simples y compuestos.
1578,1048744,habilidad cognitiva LGE,Resolver problemas
1579,1048744,objetivo de aprendizaje,OA A 
1580,1048744,dificultad,Media
1581,1048744,curso,Primero Medio
1582,1048744,curso gradúate,Primer Ciclo
1583,1048744,eje temático gradúate,Números y operaciones aritméticas
1584,1048744,nivel 2 prueba de transición,Reglas de las probabilidades y probabilidad condicional
1585,1048744,nivel 3 prueba de transición,Problemas que involucren probabilidad de un evento en diversos contextos.
1586,1048744,nivel 1 prueba de transición,Probabilidad y estadística
1587,1048744,Evidencias de aprendizaje_CO,Reconoce cuando dos eventos son o no mutuamente excluyentes y les asigna la probabilidad usando la regla de la adición.
1588,1048744,Derechos básicos de aprendizaje_CO,Probabilidad de un evento compuesto
1589,1048744,Categoría organizadora_CO,Pensamiento Aleatorio y sistema de datos       
1590,1048744,eje tematico colombia,Datos y probabilidad
1591,1048744,Evidencias de aprendizaje_CO,"Encuentra el número de posibles resultados de un experimento aleatorio usando métodos adecuados (diagramas de árbol, combinaciones, permutaciones, regla de la multiplicación, entre otros)."
1592,1048744,Derechos básicos de aprendizaje_CO,Experimentos aleatorios con y sin remplazo
1593,1048744,Categoría organizadora_CO,Pensamiento Aleatorio y sistema de datos       
1594,1048744,eje tematico colombia,Datos y probabilidad
1595,1048744,habilidad prueba de transición,Aplicar
1596,1048744,contenidocentral_mx,Concepto de riesgo en situaciones contextuales. Contextualización de los elementos de probabilidad condicional e interpretación intuitiva del teorema de Bayes (probabilidad subjetiva).
1597,1048744,Curso MX,6º Semestre Bachillerato
1598,1048744,componente_mx,"Riesgo, inferencia y aleatoriedad: Elementos de la Estadística y la Probabilidad."
1599,1106883,nivel 1 prueba de transición,Números
1600,1106883,nivel 2 prueba de transición,"Conjunto de los números enteros, racionales y reales"
1601,1106883,nivel 3 prueba de transición,"Operaciones y orden en el conjunto de los números enteros, racionales y reales."
1602,1106883,dificultad,Fácil
1603,1106883,habilidad prueba de transición,Aplicar
1604,1106883,suficiencia,no suficiencia
1605,1106947,nivel 1 prueba de transición,Números
1606,1106947,nivel 2 prueba de transición,"Conjunto de los números enteros, racionales y reales"
1607,1106947,nivel 3 prueba de transición,"Problemas que involucren el conjunto de los números enteros, racionales y reales en diversos contextos."
1608,1106947,dificultad,Fácil
1609,1106947,habilidad prueba de transición,Aplicar
1610,1106947,suficiencia,no suficiencia
1611,1106952,nivel 1 prueba de transición,Números
1612,1106952,nivel 2 prueba de transición,"Conjunto de los números enteros, racionales y reales"
1613,1106952,nivel 3 prueba de transición,"Problemas que involucren el conjunto de los números enteros, racionales y reales en diversos contextos."
1614,1106952,dificultad,Media
1615,1106952,habilidad prueba de transición,Aplicar
1616,1106952,suficiencia,no suficiencia
1617,1106979,nivel 1 prueba de transición,Números
1618,1106979,nivel 2 prueba de transición,"Conjunto de los números enteros, racionales y reales"
1619,1106979,nivel 3 prueba de transición,"Operaciones y orden en el conjunto de los números enteros, racionales y reales."
1620,1106979,dificultad,Media
1621,1106979,suficiencia,no suficiencia
1622,1106979,habilidad prueba de transición,"Analizar, sintetizar y evaluar"
1623,1106979,curso,Segundo Medio
1624,1106979,eje temático LGE,Números
1625,1106979,unidad LGE,Unidad 1
1626,1106979,habilidad cognitiva LGE,Argumentar y comunicar
1627,1106979,objetivo de aprendizaje,OA 2 
1628,1106979,objetivo de aprendizaje,OA D 
1629,1106979,indicador LGE,Relacionan y caracterizan las raíces por medio de potencias de exponente racional.
1630,1106979,habilidad prueba de transición,Argumentar
1631,1106992,nivel 1 prueba de transición,Números
1632,1106992,nivel 2 prueba de transición,Porcentaje
1633,1106992,nivel 3 prueba de transición,Concepto y cálculo de porcentaje.
1634,1106992,dificultad,Fácil
1635,1106992,habilidad prueba de transición,Comprender
1636,1106992,suficiencia,no suficiencia
1637,1106994,nivel 1 prueba de transición,Números
1638,1106994,nivel 2 prueba de transición,Porcentaje
1639,1106994,nivel 3 prueba de transición,Problemas que involucren porcentaje en diversos contextos.
1640,1106994,dificultad,Fácil
1641,1106994,habilidad prueba de transición,Aplicar
1642,1106994,suficiencia,no suficiencia
1643,1106997,nivel 1 prueba de transición,Números
1644,1106997,nivel 2 prueba de transición,"Potencias, raíces enésimas y logaritmos"
1645,1106997,nivel 3 prueba de transición,Concepto y propiedades de los logaritmos.
1646,1106997,dificultad,Media
1647,1106997,habilidad prueba de transición,Comprender
1648,1106997,suficiencia,no suficiencia
1649,1106999,nivel 1 prueba de transición,Números
1650,1106999,nivel 2 prueba de transición,"Potencias, raíces enésimas y logaritmos"
1651,1106999,nivel 3 prueba de transición,Propiedades de las potencias de base racional y exponente racional.
1652,1106999,dificultad,Media
1653,1106999,habilidad prueba de transición,Aplicar
1654,1106999,suficiencia,no suficiencia
1655,1107003,nivel 1 prueba de transición,Números
1656,1107003,nivel 2 prueba de transición,"Potencias, raíces enésimas y logaritmos"
1657,1107003,nivel 3 prueba de transición,Descomposición y propiedades de las raíces enésimas.
1658,1107003,dificultad,Difícil
1659,1107003,habilidad prueba de transición,"Analizar, sintetizar y evaluar"
1660,1107003,suficiencia,no suficiencia
1661,1107008,nivel 1 prueba de transición,Números
1662,1107008,nivel 2 prueba de transición,"Potencias, raíces enésimas y logaritmos"
1663,1107008,nivel 3 prueba de transición,Concepto y propiedades de los logaritmos.
1664,1107008,dificultad,Difícil
1665,1107008,habilidad prueba de transición,"Analizar, sintetizar y evaluar"
1666,1107008,suficiencia,no suficiencia
1667,1107010,suficiencia,suficiencia
1668,1107010,nivel 1 prueba de transición,Números
1669,1107010,nivel 2 prueba de transición,"Conjunto de los números enteros, racionales y reales"
1670,1107010,nivel 3 prueba de transición,"Problemas que involucren el conjunto de los números enteros, racionales y reales en diversos contextos."
1671,1107010,dificultad,Difícil
1672,1107010,habilidad prueba de transición,"Analizar, sintetizar y evaluar"
1673,1107012,nivel 1 prueba de transición,Álgebra y funciones
1674,1107012,nivel 2 prueba de transición,Expresiones algebraicas
1675,1107012,nivel 3 prueba de transición,Problemas que involucren expresiones algebraicas en diversos contextos.
1676,1107012,dificultad,Media
1677,1107012,habilidad prueba de transición,Aplicar
1678,1107012,suficiencia,no suficiencia
1679,1107013,nivel 1 prueba de transición,Álgebra y funciones
1680,1107013,nivel 2 prueba de transición,Expresiones algebraicas
1681,1107013,nivel 3 prueba de transición,Operatoria con expresiones algebraicas.
1682,1107013,dificultad,Media
1683,1107013,habilidad prueba de transición,"Analizar, sintetizar y evaluar"
1684,1107013,suficiencia,no suficiencia
1685,1107014,nivel 1 prueba de transición,Álgebra y funciones
1686,1107014,nivel 2 prueba de transición,Expresiones algebraicas
1687,1107014,nivel 3 prueba de transición,Problemas que involucren expresiones algebraicas en diversos contextos.
1688,1107014,dificultad,Difícil
1689,1107014,habilidad prueba de transición,Aplicar
1690,1107014,suficiencia,no suficiencia
1691,1107016,nivel 1 prueba de transición,Álgebra y funciones
1692,1107016,nivel 2 prueba de transición,Expresiones algebraicas
1693,1107016,nivel 3 prueba de transición,Problemas que involucren expresiones algebraicas en diversos contextos.
1694,1107016,dificultad,Difícil
1695,1107016,habilidad prueba de transición,Aplicar
1696,1107016,suficiencia,no suficiencia
1697,1107020,nivel 1 prueba de transición,Álgebra y funciones
1698,1107020,nivel 2 prueba de transición,Sistemas de ecuaciones lineales (2x2)
1699,1107020,nivel 3 prueba de transición,Problemas que involucren sistemas de ecuaciones lineales en diversos contextos.
1700,1107020,dificultad,Media
1701,1107020,habilidad prueba de transición,Aplicar
1702,1107020,suficiencia,no suficiencia
1703,1107025,nivel 1 prueba de transición,Álgebra y funciones
1704,1107025,nivel 2 prueba de transición,Ecuaciones e inecuaciones de primer grado
1705,1107025,nivel 3 prueba de transición,Problemas que involucren ecuaciones lineales en diversos contextos.
1706,1107025,dificultad,Difícil
1707,1107025,habilidad prueba de transición,"Analizar, sintetizar y evaluar"
1708,1107025,suficiencia,no suficiencia
1709,1107029,nivel 1 prueba de transición,Álgebra y funciones
1710,1107029,nivel 2 prueba de transición,Ecuaciones e inecuaciones de primer grado
1711,1107029,nivel 3 prueba de transición,Problemas que involucren inecuaciones lineales en diversos contextos.
1712,1107029,dificultad,Media
1713,1107029,habilidad prueba de transición,Aplicar
1714,1107029,suficiencia,no suficiencia
1715,1107030,nivel 1 prueba de transición,Álgebra y funciones
1716,1107030,nivel 2 prueba de transición,Ecuaciones e inecuaciones de primer grado
1717,1107030,nivel 3 prueba de transición,Problemas que involucren inecuaciones lineales en diversos contextos.
1718,1107030,dificultad,Media
1719,1107030,habilidad prueba de transición,Aplicar
1720,1107030,suficiencia,no suficiencia
1721,1107035,nivel 1 prueba de transición,Álgebra y funciones
1722,1107035,nivel 2 prueba de transición,Sistemas de ecuaciones lineales (2x2)
1723,1107035,nivel 3 prueba de transición,Resolución de sistemas de ecuaciones lineales.
1724,1107035,dificultad,Fácil
1725,1107035,habilidad prueba de transición,Aplicar
1726,1107035,suficiencia,no suficiencia
1727,1107036,nivel 1 prueba de transición,Álgebra y funciones
1728,1107036,nivel 2 prueba de transición,Sistemas de ecuaciones lineales (2x2)
1729,1107036,nivel 3 prueba de transición,Problemas que involucren sistemas de ecuaciones lineales en diversos contextos.
1730,1107036,dificultad,Media
1731,1107036,habilidad prueba de transición,Aplicar
1732,1107036,suficiencia,no suficiencia
1733,1107038,nivel 1 prueba de transición,Álgebra y funciones
1734,1107038,nivel 2 prueba de transición,Sistemas de ecuaciones lineales (2x2)
1735,1107038,nivel 3 prueba de transición,"Casos en los cuales un sistema tiene una única solución, infinitas soluciones o no tiene solución."
1736,1107038,dificultad,Difícil
1737,1107038,habilidad prueba de transición,"Analizar, sintetizar y evaluar"
1738,1107038,suficiencia,no suficiencia
1739,1107041,nivel 1 prueba de transición,Álgebra y funciones
1740,1107041,nivel 2 prueba de transición,Sistemas de ecuaciones lineales (2x2)
1741,1107041,nivel 3 prueba de transición,Problemas que involucren sistemas de ecuaciones lineales en diversos contextos.
1742,1107041,dificultad,Difícil
1743,1107041,habilidad prueba de transición,"Analizar, sintetizar y evaluar"
1744,1107041,suficiencia,no suficiencia
1745,1107058,nivel 1 prueba de transición,Álgebra y funciones
1746,1107058,nivel 2 prueba de transición,Ecuaciones de segundo grado
1747,1107058,nivel 3 prueba de transición,Problemas que involucren ecuaciones cuadráticas en diversos contextos.
1748,1107058,dificultad,Media
1749,1107058,habilidad prueba de transición,Aplicar
1750,1107058,suficiencia,no suficiencia
1751,1107065,nivel 1 prueba de transición,Álgebra y funciones
1752,1107065,nivel 2 prueba de transición,Ecuaciones de segundo grado
1753,1107065,nivel 3 prueba de transición,"Casos en los cuales la ecuación cuadrática tiene dos, una o no tiene solución real."
1754,1107065,dificultad,Fácil
1755,1107065,habilidad prueba de transición,Aplicar
1756,1107065,suficiencia,no suficiencia
1757,1107065,habilidad cognitiva LGE,Resolver problemas
1758,1107065,curso,Quinto Básico
1759,1107066,nivel 1 prueba de transición,Álgebra y funciones
1760,1107066,nivel 2 prueba de transición,Ecuaciones de segundo grado
1761,1107066,nivel 3 prueba de transición,"Casos en los cuales la ecuación cuadrática tiene dos, una o no tiene solución real."
1762,1107066,dificultad,Fácil
1763,1107066,habilidad prueba de transición,Comprender
1764,1107066,suficiencia,no suficiencia
1765,1107088,nivel 1 prueba de transición,Álgebra y funciones
1766,1107088,nivel 2 prueba de transición,Función lineal y afín
1767,1107088,nivel 3 prueba de transición,Problemas que involucren función lineal y función afín en diversos contextos.
1768,1107088,dificultad,Media
1769,1107088,habilidad prueba de transición,Aplicar
1770,1107088,suficiencia,no suficiencia
1771,1107089,nivel 1 prueba de transición,Álgebra y funciones
1772,1107089,nivel 2 prueba de transición,Función lineal y afín
1773,1107089,nivel 3 prueba de transición,Problemas que involucren función lineal y función afín en diversos contextos.
1774,1107089,habilidad prueba de transición,Aplicar
1775,1107089,suficiencia,no suficiencia
1776,1107089,dificultad,Difícil
1777,1107090,nivel 1 prueba de transición,Álgebra y funciones
1778,1107090,nivel 2 prueba de transición,Función inversa
1779,1107090,nivel 3 prueba de transición,Tablas y gráficos de la función inversa de una función lineal y de una función cuadrática.
1780,1107090,dificultad,Media
1781,1107090,habilidad prueba de transición,Comprender
1782,1107090,suficiencia,no suficiencia
1783,1107091,nivel 1 prueba de transición,Álgebra y funciones
1784,1107091,nivel 2 prueba de transición,Función cuadrática
1785,1107091,nivel 3 prueba de transición,"Tablas y gráficos de la función cuadrática, considerando la variación de sus parámetros."
1786,1107091,dificultad,Media
1787,1107091,habilidad prueba de transición,Comprender
1788,1107091,suficiencia,no suficiencia
1789,1107093,nivel 1 prueba de transición,Álgebra y funciones
1790,1107093,nivel 2 prueba de transición,Función cuadrática
1791,1107093,nivel 3 prueba de transición,Problemas que involucren la función cuadrática en diversos contextos.
1792,1107093,habilidad prueba de transición,Aplicar
1793,1107093,suficiencia,no suficiencia
1794,1107093,dificultad,Media
1795,1107096,nivel 1 prueba de transición,Álgebra y funciones
1796,1107096,nivel 2 prueba de transición,Función cuadrática
1797,1107096,nivel 3 prueba de transición,Puntos especiales de la gráfica de la función cuadrática: vértice e intersección con los ejes.
1798,1107096,dificultad,Media
1799,1107096,habilidad prueba de transición,Aplicar
1800,1107096,suficiencia,no suficiencia
1801,1107099,nivel 1 prueba de transición,Álgebra y funciones
1802,1107099,nivel 2 prueba de transición,Función cuadrática
1803,1107099,nivel 3 prueba de transición,Problemas que involucren la función cuadrática en diversos contextos.
1804,1107099,dificultad,Media
1805,1107099,habilidad prueba de transición,Aplicar
1806,1107099,suficiencia,no suficiencia
1807,1107102,nivel 1 prueba de transición,Álgebra y funciones
1808,1107102,nivel 2 prueba de transición,Función potencia
1809,1107102,nivel 3 prueba de transición,"Análisis de la función potencia f(x) = axn, con a y x en el conjunto de los números reales y n un número entero."
1810,1107102,dificultad,Fácil
1811,1107102,habilidad prueba de transición,Comprender
1812,1107102,suficiencia,no suficiencia
1813,1107103,suficiencia,suficiencia
1814,1107103,nivel 1 prueba de transición,Álgebra y funciones
1815,1107103,nivel 2 prueba de transición,Función lineal y afín
1816,1107103,nivel 3 prueba de transición,Tablas y gráficos de función lineal y función afín.
1817,1107103,dificultad,Fácil
1818,1107103,habilidad prueba de transición,Comprender
1819,1107103,curso,Segundo Medio
1820,1107103,eje temático LGE,Números
1821,1107103,habilidad cognitiva LGE,Resolver problemas
1822,1107103,objetivo de aprendizaje,OA 1 
1823,1107103,unidad LGE,Unidad 1
1824,1107104,nivel 1 prueba de transición,Geometría
1825,1107104,nivel 2 prueba de transición,Transformaciones isométricas
1826,1107104,nivel 3 prueba de transición,Puntos y vectores en el plano cartesiano.
1827,1107104,dificultad,Fácil
1828,1107104,habilidad prueba de transición,Aplicar
1829,1107104,suficiencia,no suficiencia
1830,1107106,nivel 1 prueba de transición,Geometría
1831,1107106,nivel 2 prueba de transición,Transformaciones isométricas
1832,1107106,nivel 3 prueba de transición,"Rotación, traslación y reflexión de figuras geométricas."
1833,1107106,dificultad,Media
1834,1107106,habilidad prueba de transición,Aplicar
1835,1107106,suficiencia,no suficiencia
1836,1107115,nivel 1 prueba de transición,Geometría
1837,1107115,nivel 2 prueba de transición,Transformaciones isométricas
